Data_as_of,Region,Office_Name,Demographic,Out_of_State,Month_in_Care,TOTAL_CIP,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING
06/26/2014,Region 5,Danbury Office,F,Y,07/01/2010,3,1,0,0,0,0,0,0,2,0,0,0,0,0
06/26/2014,Region 5,Danbury Office,M,N,07/01/2010,52,17,7,5,11,2,2,5,2,0,0,0,0,1
06/26/2014,Region 5,Danbury Office,M,Y,07/01/2010,7,0,0,0,0,0,0,0,7,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,F,N,07/01/2010,93,51,14,6,14,1,1,4,0,0,2,0,0,0
06/26/2014,Region 5,Torrington Office,F,Y,07/01/2010,6,0,1,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 5,Torrington Office,M,N,07/01/2010,86,27,7,3,21,9,0,14,4,0,1,0,0,0
06/26/2014,Region 5,Torrington Office,M,Y,07/01/2010,13,0,0,0,0,0,0,0,13,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,F,N,07/01/2010,210,94,31,8,29,5,3,21,12,0,2,0,4,1
06/26/2014,Region 5,Waterbury Office,F,Y,07/01/2010,18,3,7,0,0,0,0,0,8,0,0,0,0,0
06/26/2014,Region 5,Waterbury Office,M,N,07/01/2010,242,81,52,6,36,8,3,31,11,0,2,3,4,5
06/26/2014,Region 5,Waterbury Office,M,Y,07/01/2010,29,7,4,0,0,0,0,0,18,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,F,N,07/01/2010,78,23,20,2,13,2,3,6,5,0,1,0,1,2
06/26/2014,Region 6,Meriden Office,F,Y,07/01/2010,7,1,1,0,0,0,0,0,5,0,0,0,0,0
06/26/2014,Region 6,Meriden Office,M,N,07/01/2010,113,32,12,1,33,3,1,16,9,0,0,2,1,3
06/26/2014,Region 6,Meriden Office,M,Y,07/01/2010,10,0,1,0,0,0,0,0,9,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,F,N,07/01/2010,222,48,38,10,45,14,10,21,17,0,1,0,1,17
06/26/2014,Region 6,New Britain Office,F,Y,07/01/2010,15,2,3,0,0,0,0,0,10,0,0,0,0,0
06/26/2014,Region 6,New Britain Office,M,N,07/01/2010,221,62,43,10,49,8,5,23,5,0,4,2,3,7
06/26/2014,Region 6,New Britain Office,M,Y,07/01/2010,26,2,2,0,3,0,0,0,18,0,0,0,1,0
07/18/2017,Region 0,Aftercare,Female,N,07/01/2011,3,0,0,0,0,0,0,2,1,0,0,0,0,0
07/18/2017,Region 0,Aftercare,Male,N,07/01/2011,32,0,0,0,0,0,0,3,11,0,0,18,0,0
07/18/2017,Region 0,Aftercare,Male,Y,07/01/2011,8,0,0,0,0,0,0,0,8,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Female,N,07/01/2011,9,1,0,0,1,0,0,2,5,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Male,N,07/01/2011,55,0,0,0,0,0,0,3,17,0,0,35,0,0
07/18/2017,Region 0,Gen'l Administration,Male,Y,07/01/2011,8,0,0,0,0,0,0,1,7,0,0,0,0,0
07/18/2017,Region 0,Treatment Services,Female,N,07/01/2011,2,0,0,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Female,N,07/01/2011,10,0,0,0,0,0,0,5,5,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Female,Y,07/01/2011,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2011,26,2,1,0,0,0,0,1,12,0,0,10,0,0
07/18/2017,Region 0,Unassigned_Office,Male,Y,07/01/2011,11,0,0,0,0,0,0,0,11,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2011,131,40,31,10,21,3,6,9,7,0,1,0,0,3
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2011,22,1,8,0,0,0,0,0,13,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2011,148,49,25,4,24,1,2,22,11,0,2,5,1,2
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2011,17,0,0,0,2,0,0,0,15,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2011,42,10,8,2,12,2,1,4,2,0,0,0,1,0
07/18/2017,Region 1,Norwalk Office,Female,Y,07/01/2011,3,0,1,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2011,39,11,3,4,10,1,1,2,5,0,1,1,0,0
07/18/2017,Region 1,Norwalk Office,Male,Y,07/01/2011,9,0,1,0,0,0,0,0,8,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Female,N,07/01/2011,13,7,2,1,1,0,0,1,0,0,0,0,1,0
07/18/2017,Region 1,Stamford Office,Female,Y,07/01/2011,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Male,N,07/01/2011,17,3,1,3,2,0,1,2,1,0,0,0,3,1
07/18/2017,Region 1,Stamford Office,Male,Y,07/01/2011,4,0,0,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Female,N,07/01/2011,121,34,29,5,20,2,4,11,10,0,1,0,0,5
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2011,6,2,0,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Male,N,07/01/2011,127,24,21,9,29,3,0,20,11,0,4,1,1,4
07/18/2017,Region 2,Milford Office,Male,Y,07/01/2011,11,0,1,0,0,0,0,0,10,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2011,215,70,32,1,52,8,7,15,15,0,5,0,0,10
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2011,14,5,3,0,0,0,0,0,6,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2011,192,51,29,9,47,6,5,24,12,0,4,5,0,0
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2011,27,2,2,0,1,0,0,3,19,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2011,56,20,15,1,10,0,1,2,5,0,0,0,0,2
07/18/2017,Region 3,Middletown Office,Female,Y,07/01/2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2011,87,16,27,4,19,3,2,7,6,0,1,0,1,1
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2011,6,1,0,0,1,0,0,0,4,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2011,173,75,32,10,29,1,2,8,7,0,3,0,1,5
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2011,17,0,11,0,1,0,0,0,5,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2011,220,81,33,14,37,8,4,17,10,0,0,9,2,5
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2011,36,0,7,3,1,0,0,0,25,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2011,86,32,15,8,10,2,0,12,3,0,1,0,0,3
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2011,12,2,1,0,0,0,0,0,9,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2011,117,40,17,2,29,1,5,19,2,0,1,1,0,0
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2011,14,2,0,1,0,0,0,0,11,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2011,314,128,71,18,42,2,1,21,11,0,3,0,3,14
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2011,14,2,3,0,0,0,0,0,9,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2011,397,152,71,10,72,7,8,38,17,0,1,3,4,14
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2011,41,0,7,0,0,0,0,1,33,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2011,150,43,40,7,29,0,4,14,5,0,1,0,0,7
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2011,14,2,5,0,0,0,0,0,7,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2011,181,61,39,6,31,6,3,16,8,0,3,2,1,5
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2011,16,0,2,0,0,0,0,0,14,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2011,51,17,14,1,3,1,1,10,4,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2011,6,1,1,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2011,43,10,9,3,8,2,0,5,4,0,0,1,1,0
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2011,10,0,2,0,0,0,0,0,8,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2011,89,41,16,2,11,5,2,6,5,0,0,0,1,0
07/18/2017,Region 5,Torrington Office,Female,Y,07/01/2011,5,0,3,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2011,99,41,17,1,13,3,3,9,3,0,3,0,4,2
07/18/2017,Region 5,Torrington Office,Male,Y,07/01/2011,8,1,0,0,0,0,0,0,7,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2011,194,80,43,8,20,2,5,17,16,0,1,0,0,2
07/18/2017,Region 5,Waterbury Office,Female,Y,07/01/2011,18,3,5,0,0,0,0,1,8,0,0,0,1,0
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2011,217,75,51,6,33,1,3,25,13,0,0,5,1,4
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2011,24,3,3,0,0,0,0,1,17,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2011,90,31,19,6,16,1,3,9,3,0,1,0,0,1
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2011,4,1,0,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2011,110,30,14,2,28,0,5,16,10,0,2,1,0,2
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2011,8,0,3,0,0,0,0,0,5,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2011,222,47,51,11,54,2,6,26,18,0,0,0,1,6
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2011,11,2,0,0,0,0,0,0,9,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2011,220,42,55,11,51,2,1,23,13,0,0,9,1,12
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2011,22,1,0,0,2,0,0,0,19,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2012,14,0,4,0,0,0,0,0,9,0,0,0,1,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2012,47,17,15,2,6,2,0,3,2,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2012,3,0,1,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2012,51,9,16,2,11,0,1,9,1,0,1,0,1,0
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2012,6,0,2,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2012,97,40,22,6,13,1,2,6,4,0,0,0,2,1
07/18/2017,Region 5,Torrington Office,Female,Y,07/01/2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2012,98,42,20,2,17,2,0,8,2,0,1,1,2,1
07/18/2017,Region 5,Torrington Office,Male,Y,07/01/2012,2,0,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2012,173,69,39,9,17,1,2,20,9,0,1,0,2,4
07/18/2017,Region 5,Waterbury Office,Female,Y,07/01/2012,8,2,4,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2012,209,86,42,5,32,2,2,17,9,0,3,6,0,5
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2012,12,2,2,0,0,0,0,0,8,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2012,75,21,18,5,18,0,0,7,1,0,2,0,0,3
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2012,3,1,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2012,92,17,24,3,23,3,0,17,3,0,0,0,1,1
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2012,204,45,39,13,52,1,0,27,10,0,1,1,2,13
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2012,6,1,3,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2012,207,32,55,12,48,4,8,19,15,0,1,3,2,8
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2012,13,1,2,0,1,0,0,0,9,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Female,N,07/01/2012,8,1,0,0,1,0,0,4,2,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Female,Y,07/01/2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Male,N,07/01/2012,31,0,0,0,0,0,0,4,16,0,2,9,0,0
07/18/2017,Region 0,Gen'l Administration,Male,Y,07/01/2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Female,N,07/01/2012,3,0,1,0,1,0,0,1,0,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2012,10,1,1,0,0,0,0,1,5,0,0,2,0,0
07/18/2017,Region 0,Unassigned_Office,Male,Y,07/01/2012,2,0,0,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2012,143,42,31,12,21,0,5,12,11,0,1,0,1,7
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2012,10,0,8,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2012,154,33,28,8,25,6,6,21,12,0,1,11,2,1
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2012,11,2,0,0,2,0,0,0,7,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2012,47,14,6,2,15,0,3,2,2,0,3,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,Y,07/01/2012,4,0,3,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2012,50,8,8,3,15,0,1,6,4,0,3,0,2,0
07/18/2017,Region 1,Norwalk Office,Male,Y,07/01/2012,6,0,1,0,0,0,0,0,5,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Female,N,07/01/2012,6,3,1,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Female,Y,07/01/2012,3,0,2,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Male,N,07/01/2012,11,4,0,1,1,0,0,2,1,0,1,0,1,0
07/18/2017,Region 1,Stamford Office,Male,Y,07/01/2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Female,N,07/01/2012,92,18,21,4,16,0,3,14,11,0,1,0,0,4
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2012,5,0,2,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Male,N,07/01/2012,111,16,27,6,26,1,4,17,9,0,3,0,0,2
07/18/2017,Region 2,Milford Office,Male,Y,07/01/2012,5,0,0,0,0,0,0,0,5,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2012,196,48,45,12,42,1,6,13,15,0,2,0,2,10
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2012,10,4,2,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2012,182,48,35,10,35,1,9,24,10,0,3,4,0,3
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2012,9,2,0,0,1,0,0,1,5,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2012,70,20,20,7,12,0,2,1,5,0,2,0,0,1
07/18/2017,Region 3,Middletown Office,Female,Y,07/01/2012,3,1,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2012,80,17,21,5,21,0,0,11,2,0,0,0,0,3
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2012,5,2,1,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2012,156,55,29,12,25,5,3,7,12,0,1,0,1,6
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2012,18,1,12,0,1,0,0,0,3,0,0,0,1,0
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2012,208,65,47,10,36,5,5,11,12,0,4,8,2,3
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2012,18,1,5,2,0,0,0,0,10,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2012,108,52,18,8,11,0,1,10,6,0,0,0,0,2
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2012,8,1,4,0,0,0,0,1,2,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2012,125,49,22,2,24,1,0,18,5,0,4,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2012,13,2,1,0,0,0,0,0,10,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2012,318,102,84,18,47,5,9,20,14,0,2,0,2,15
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2012,6,0,3,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2012,365,107,92,13,73,4,5,32,17,0,2,2,5,13
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2012,23,0,8,0,0,0,0,0,15,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2012,136,44,29,11,23,2,3,9,3,0,2,0,0,10
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2012,7,2,2,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2012,160,54,33,4,26,4,2,18,11,0,2,1,0,5
07/18/2017,Region 0,Gen'l Administration,Female,N,07/01/2013,3,1,0,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Male,N,07/01/2013,27,0,0,0,0,0,0,4,3,0,0,20,0,0
07/18/2017,Region 0,Unassigned_Office,Female,Y,07/01/2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2013,2,0,0,0,0,0,0,1,1,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2013,149,36,32,16,32,0,3,12,9,0,3,0,0,6
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2013,5,0,4,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2013,154,34,23,7,22,0,6,26,8,0,1,19,3,5
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2013,3,1,0,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2013,42,13,4,1,17,0,0,6,0,0,1,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,Y,07/01/2013,7,0,5,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2013,48,7,13,2,12,0,0,7,4,0,2,0,0,1
07/18/2017,Region 1,Norwalk Office,Male,Y,07/01/2013,4,0,2,0,1,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Female,N,07/01/2013,2,2,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Female,Y,07/01/2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 1,Stamford Office,Male,N,07/01/2013,7,4,0,0,2,0,1,0,0,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Female,N,07/01/2013,92,28,16,7,14,1,3,10,5,0,1,1,0,6
07/18/2017,Region 2,Milford Office,Female,Y,07/01/2013,3,0,2,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 2,Milford Office,Male,N,07/01/2013,111,26,17,8,20,0,3,21,7,0,1,1,3,4
07/18/2017,Region 2,New Haven Office,Female,N,07/01/2013,193,57,40,6,47,1,5,17,8,0,0,0,0,12
07/18/2017,Region 2,New Haven Office,Female,Y,07/01/2013,4,1,0,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 2,New Haven Office,Male,N,07/01/2013,169,41,31,11,39,0,3,17,8,0,3,10,3,3
07/18/2017,Region 2,New Haven Office,Male,Y,07/01/2013,7,2,2,0,2,0,0,0,1,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Female,N,07/01/2013,61,15,14,7,15,1,3,3,2,0,0,0,0,1
07/18/2017,Region 3,Middletown Office,Female,Y,07/01/2013,2,1,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Middletown Office,Male,N,07/01/2013,67,11,21,1,21,0,1,6,0,0,1,1,0,4
07/18/2017,Region 3,Middletown Office,Male,Y,07/01/2013,3,1,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Female,N,07/01/2013,139,48,33,9,20,5,3,6,7,0,2,0,0,6
07/18/2017,Region 3,Norwich Office,Female,Y,07/01/2013,11,4,4,0,1,0,0,0,2,0,0,0,0,0
07/18/2017,Region 3,Norwich Office,Male,N,07/01/2013,192,49,40,12,32,4,6,17,12,0,2,15,0,3
07/18/2017,Region 3,Norwich Office,Male,Y,07/01/2013,13,3,5,0,0,0,0,0,5,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Female,N,07/01/2013,104,54,20,6,12,0,0,7,2,0,2,0,0,1
07/18/2017,Region 3,Willimantic Office,Female,Y,07/01/2013,6,0,5,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,N,07/01/2013,123,40,29,8,20,1,2,20,2,0,1,0,0,0
07/18/2017,Region 3,Willimantic Office,Male,Y,07/01/2013,10,3,2,0,0,0,0,0,5,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Female,N,07/01/2013,340,103,111,12,37,3,7,25,19,0,0,0,1,22
07/18/2017,Region 4,Hartford Office,Female,Y,07/01/2013,5,3,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 4,Hartford Office,Male,N,07/01/2013,365,105,101,15,52,6,6,31,14,0,4,16,3,12
07/18/2017,Region 4,Hartford Office,Male,Y,07/01/2013,12,1,6,0,1,0,0,0,3,0,0,0,1,0
07/18/2017,Region 4,Manchester Office,Female,N,07/01/2013,114,28,33,9,13,1,1,10,6,0,2,0,1,10
07/18/2017,Region 4,Manchester Office,Female,Y,07/01/2013,6,0,5,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 4,Manchester Office,Male,N,07/01/2013,136,40,30,4,22,2,5,11,13,0,1,0,0,8
07/18/2017,Region 4,Manchester Office,Male,Y,07/01/2013,5,0,1,0,0,0,0,0,4,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Female,N,07/01/2013,46,15,13,3,6,1,0,2,1,0,0,0,0,5
07/18/2017,Region 5,Danbury Office,Female,Y,07/01/2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Danbury Office,Male,N,07/01/2013,54,23,12,2,9,0,1,4,2,0,0,0,1,0
07/18/2017,Region 5,Danbury Office,Male,Y,07/01/2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Female,N,07/01/2013,87,32,15,8,17,1,3,6,3,0,0,0,1,1
07/18/2017,Region 5,Torrington Office,Female,Y,07/01/2013,2,0,0,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 5,Torrington Office,Male,N,07/01/2013,91,37,13,7,19,4,0,6,2,0,1,0,0,2
07/18/2017,Region 5,Torrington Office,Male,Y,07/01/2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Female,N,07/01/2013,166,51,41,11,27,0,3,22,8,0,0,0,1,2
07/18/2017,Region 5,Waterbury Office,Female,Y,07/01/2013,3,2,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 5,Waterbury Office,Male,N,07/01/2013,215,65,52,8,26,2,1,26,9,0,5,17,1,3
07/18/2017,Region 5,Waterbury Office,Male,Y,07/01/2013,7,0,4,0,0,0,0,0,3,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Female,N,07/01/2013,75,25,17,4,15,1,1,3,4,0,0,0,0,5
07/18/2017,Region 6,Meriden Office,Female,Y,07/01/2013,2,1,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,Meriden Office,Male,N,07/01/2013,86,13,23,7,21,0,3,14,1,0,0,1,1,2
07/18/2017,Region 6,Meriden Office,Male,Y,07/01/2013,3,1,2,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Female,N,07/01/2013,191,38,35,17,43,2,7,17,9,0,5,0,1,17
07/18/2017,Region 6,New Britain Office,Female,Y,07/01/2013,5,0,4,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 6,New Britain Office,Male,N,07/01/2013,176,27,32,7,43,1,5,24,11,0,2,10,0,14
07/18/2017,Region 6,New Britain Office,Male,Y,07/01/2013,7,1,3,0,1,0,0,0,2,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Female,N,07/01/2014,1,0,0,0,1,0,0,0,0,0,0,0,0,0
07/18/2017,Region 0,Gen'l Administration,Male,N,07/01/2014,4,0,0,0,0,0,0,2,0,0,0,2,0,0
07/18/2017,Region 0,Unassigned_Office,Female,N,07/01/2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2017,Region 0,Unassigned_Office,Male,N,07/01/2014,2,0,0,0,0,0,0,0,0,0,1,1,0,0
07/18/2017,Region 1,Bridgeport Office,Female,N,07/01/2014,142,32,37,13,34,0,4,9,4,0,0,4,0,5
07/18/2017,Region 1,Bridgeport Office,Female,Y,07/01/2014,3,0,1,0,0,0,0,0,2,0,0,0,0,0
07/18/2017,Region 1,Bridgeport Office,Male,N,07/01/2014,191,43,33,12,20,0,5,23,10,0,1,37,4,3
07/18/2017,Region 1,Bridgeport Office,Male,Y,07/01/2014,3,1,1,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Female,N,07/01/2014,61,20,18,5,7,0,1,6,2,0,1,0,0,1
07/18/2017,Region 1,Norwalk Office,Female,Y,07/01/2014,3,0,2,0,0,0,0,0,1,0,0,0,0,0
07/18/2017,Region 1,Norwalk Office,Male,N,07/01/2014,66,17,17,4,13,0,0,9,4,0,0,1,1,0
